data_new1,data_new2,data_new3,data_new4,data_new5,data_new6
1,193.357143,87.678571,332.214286,11.613899,1
1,217.909091,98.781818,586.8,41.539451,1
1,228.388889,103.611111,674,7.397864,1
1,268.352941,118.470588,821.352941,26.231469,1
1,228.352941,110.941177,756.588235,27.213878,1
1,220,101.6,643.666667,37.417999,1
1,237.85,185.35,275.2,20.480723,1
1,220.5,93.136364,627.090909,38.386357,1
1,211.192308,94.461538,555.115385,24.896026,1
1,240.291667,107.395833,852.1875,32.38567,1
1,196,93,437,27.335874,1
1,194,80,391.666667,16.198217,1
1,224.95082,101.983607,553.065574,28.610724,1
1,243.083333,115.708333,747,20.89952,1
1,204.571429,91,545.190476,24.990157,1
1,222.3,102.3,654.1,21.698848,1
2,202.39726,119.712329,370.958904,23.434012,2
1,236.211009,114.311927,608.174312,28.389211,1
1,243.615385,115.923077,816.461539,29.460434,1
1,237.294521,109.068493,746.842466,27.934671,1
1,198.681319,89.032967,262.725275,15.637034,1
1,244.666667,115.259259,752.740741,25.360663,1
1,212,93.138889,470.25,32.36253,1
1,247.318182,115.465909,603.829546,16.921428,1
1,226.875,113.285714,460.458333,24.738455,1
1,234.764706,105.352941,885.941177,16.234015,1
1,267,123,733,10.307764,1
1,210.666667,89.846154,529.153846,36.240068,1
1,191.673913,88.195652,322.413044,24.406529,1
1,243.076923,106.153846,665.615385,26.193183,1
1,252.397351,118.152318,653.675497,18.25217,1
1,222.222222,104.222222,714.666667,30.760725,1
2,179.416667,89.083333,208.083333,20.352602,2
1,165,74.25,276.25,10.98792,1
1,251.75,116.916667,485.5,23.965687,1
1,207.973684,90,421.421053,17.36565,1
1,235.92,107.04,765.76,29.050191,1
1,202.804878,91.878049,547.195122,36.26361,1
1,246,136.505747,591.724138,32.545445,1
1,210.017699,109.150443,248.309735,14.804609,1
1,214.4,98.566667,563.1,31.169429,1
1,249.923077,124.961539,650.634615,20.055056,1
1,232.236111,107.138889,721.333333,21.601179,1
1,249.626113,115.235905,734.961424,10.365565,1
1,257.473684,116.947368,687.631579,11.610245,1
1,185.461539,77.871795,382.102564,19.384039,1
1,255.474576,144.440678,506.101695,21.553525,1
1,222.6875,96.4375,498.6875,29.654719,1
1,195.823529,80.588235,395.411765,24.781258,1
1,221.892157,102.421569,516.931372,33.690898,1
1,200.627907,86.860465,525.511628,27.050821,1
1,222.5,98,638.25,35.034302,1
1,200.910256,86.269231,565.384615,17.675782,1
1,270.652174,160.884058,450.043478,14.166176,1
1,238.194313,111.587678,637.796209,27.991616,1
1,223.788462,95.019231,657.653846,20.952777,1
1,216.257143,98.542857,717.142857,20.922403,1
1,217.791667,99.916667,625.8125,27.815044,1
1,227.692308,104.153846,731.153846,18.071849,1
1,204.133333,83.466667,479.866667,22.956965,1
1,233.537037,110.074074,733.240741,23.137131,1
1,230.6875,118.625,462.375,23.470394,1
1,180.666667,91.666667,338.333333,21.736355,1
1,200.651852,87.385185,506.585185,27.739306,1
1,208.516129,95.967742,377.774194,28.864389,1
1,223.916667,104.5,402,18.080069,1
1,212,95,613,17.240134,1
1,236.5,114,503,11.453711,1
1,247,123,865,14.153916,1
1,250.666667,132.666667,597,14.153836,1
1,199.384615,82.307692,413.846154,42.000986,1
1,215.241379,95.689655,646.862069,16.116771,1
1,230.2,105.8,821.6,17.059015,1
1,238.916667,107.583333,741.270833,20.841071,1
1,246.020619,120.237113,708.958763,24.508219,1
1,203.541936,94.490323,484.258065,34.126425,1
1,255.089552,122.985075,768.19403,17.384171,1
1,250.8125,140.59375,395.75,17.479424,1
1,203.181818,93.636364,592.454546,45.615533,1
1,198.1875,85.416667,329.791667,23.258341,1
1,246.27451,113.666667,774.45098,20.300397,1
1,201,94.5,629.5,25.780019,1
1,245.933333,127.111111,562.177778,14.674476,1
1,240,110.5,726,29.626582,1
1,238.263636,141.054546,412.118182,15.103798,1
1,205.272727,94.060606,563.090909,14.725277,1
1,233.884615,111.346154,789.653846,23.73909,1
1,224.040541,101.824324,591.95946,16.801097,1
1,207.244898,97.673469,420.591837,16.118186,1
1,281.914286,180.257143,421.628571,13.573263,1
1,215.964286,95.071429,499.714286,37.084226,1
1,302.145833,197.166667,394.083333,19.001359,1
1,226.388889,112.805556,461.305556,36.965815,1
1,225.090909,100.272727,672.727273,18.776194,1
1,222.75,99.125,609.875,27.625848,1
1,194.807692,88.346154,340.692308,24.317085,1
1,244.75,110.583333,697.916667,40.635424,1
1,222,105,662,0,1
1,234.027027,111.567568,652.243243,21.663844,1
1,198.235294,89.470588,632.470588,32.167813,1
1,200.181818,95.636364,420.818182,21.050117,1
1,250,134.1,284.2,19.512752,1
1,214.025,91.45,603.05,29.392176,1
1,231.657754,120.786096,452.037433,29.648156,1
1,245.364583,115.53125,619.083333,17.68631,1
1,236.409091,107.681818,796.227273,28.97163,1
1,247.25,116.875,713.125,27.636027,1
1,235.539683,109.285714,708.126984,22.594635,1
1,200.333333,90,631,22.214999,1
1,205.886793,90.792453,562.226415,24.130903,1
1,175.875,71.147727,234.284091,16.469795,1
1,222.459016,99.606557,650.42623,27.468787,1
1,194.461539,82.769231,441.230769,46.74949,1
1,202.041667,84.291667,338.75,26.428625,1
1,229,107.2,624.8,24.334338,1
1,217.117647,97.323529,456.705882,24.368353,1
1,228.275362,111.391304,544.942029,23.774672,1
1,237.333333,113.964912,775.140351,24.880966,1
1,228,103,725,24.828859,1
1,224.431373,121.313726,421.705882,17.561185,1
1,240.789474,116.710526,612.184211,27.702965,1
1,418.068182,334.5,437.613636,12.219244,1
1,188,83.107692,332.138462,18.909151,1
2,232.153846,137.523077,545.723077,24.530845,2
1,225.380952,101.952381,648.047619,29.953781,1
1,264.113924,178.911392,357.139241,11.740518,1
1,220.333333,97,587.333333,12.311636,1
1,206.272727,93,621.454546,26.250384,1
1,245.35,141.65,516.15,42.707954,1
1,225.95,103.8,535.25,27.562837,1
1,268.333333,129.5,950.666667,6.328946,1
1,208.28,93.36,779.56,17.684162,1
1,229.341463,104.048781,683.365854,27.290492,1
1,188,86,439,12.316148,1
1,238.655172,121.758621,527.517241,18.819627,1
1,218.79646,104.522124,483.353982,37.171955,1
1,232.818182,117.545455,467,29.058789,1
1,186.181818,79.909091,359.590909,16.30165,1
1,197,84,392.117647,22.983219,1
1,207.3,93.9,479.6,13.114877,1
1,238.5,114.916667,730.25,26.3507,1
1,221.911765,94.970588,465.294118,21.744824,1
1,268.587629,150,421.659794,15.87499,1
1,218.285714,97.52381,611.190476,28.126536,1
1,233.25,101.4375,699.625,17.037528,1
1,175.496855,71.654088,273.679245,14.6381,1
1,336,190,579,87.35479,1
1,195.125,84.1875,558.75,39.471459,1
1,214.965517,94.862069,533.344828,31.111017,1
1,191.915663,81.831325,429.746988,45.289636,1
1,211.133333,98.4,525.8,20.503008,1
2,206.37037,109.259259,532.962963,28.781424,2
1,224.444444,107.111111,668.666667,30.063924,1
1,218.62963,99.481481,719.592593,19.924205,1
2,178.5,82.5,374.5,20.086921,2
1,190.571429,87.375,586.053571,21.826981,1
1,194.509091,83.509091,394.163636,40.890477,1
1,213.058824,91.941176,380.411765,31.23823,1
1,191.557143,82.328571,329.357143,17.253033,1
1,242.21875,111.40625,604.71875,25.646096,1
1,231.930481,122.588235,230.550802,23.437414,1
1,215.152632,98.484211,675.91579,28.506542,1
1,227.486487,103.608108,723.310811,29.47068,1
1,268.1,148.75,463.5,22.541684,1
1,184.75,80.204545,490.318182,28.385508,1
1,224.125,100.375,603,24.023101,1
1,219.157895,100.157895,416,20.469168,1
1,206.153846,93.230769,510,18.971171,1
1,215.081633,108.591837,553.428571,29.080308,1
2,197.325203,120.642276,398.853659,18.675637,2
1,232,98,678,19.014614,1
1,196.947368,82.842105,304.105263,14.03853,1
1,245.810445,113.742747,741.709865,30.892187,1
1,227.928571,107.928571,615.5,27.249509,1
1,209.6,98.733333,474.4,16.312231,1
1,212.824219,97.632813,509.722656,32.463786,1
1,242.619048,109.976191,619.607143,39.147701,1
1,264.571429,151.485714,418.442857,22.977207,1
1,392.958333,306.5,461.25,11.287207,1
1,267.357143,162.776786,498.723214,12.702113,1
1,208.545455,93.818182,511.954546,21.134409,1
1,238.166667,113.166667,917.5,12.535505,1
1,250.481675,134.068063,468.413613,35.310044,1
1,225.633333,98.533333,647.866667,28.319134,1
1,217.7,99.3,672.24,23.668747,1
1,186.413793,77.517241,281.689655,28.961453,1
1,259.697674,121.302326,830.488372,24.920881,1
1,236.5,103,742.5,17.059524,1
1,209.843636,96.410909,517.989091,36.929682,1
1,205.734375,91.40625,419.6875,23.898528,1
1,253.516129,121.677419,692.064516,34.115431,1
1,198.341463,88.756098,346.170732,24.513032,1
1,309.318182,221.318182,352.204546,36.435632,1
1,214.719626,101.984424,559.286604,32.804,1
1,190.373913,82.843478,295.93913,21.303407,1
1,296.782609,188.782609,438.695652,11.882061,1
1,221.97561,101.634146,633.963415,37.791831,1
1,203.733333,95.8,531.866667,53.596849,1
1,214.974359,101.25641,457.076923,24.410526,1
1,252,122,580,17.843766,1
1,214.418605,97.44186,730.813954,26.142742,1
1,197.692308,87.461538,510.538462,21.855632,1
1,242.636364,119.409091,917.272727,11.133395,1
1,227,99,576,10.222524,1
1,234.151515,117.363636,630.636364,20.110485,1
1,230.665339,116.705179,486,38.469832,1
1,206.666667,87.488889,394.311111,23.182944,1
1,207.333333,97.52381,542.380952,23.30455,1
1,257.777778,149.25,292.638889,17.938918,1
1,195.3,85.7,498,12.924686,1
2,216.5,121.666667,656.866667,25.893285,2
1,250.933333,119.85,793.516667,19.287669,1
2,201.301887,103.113208,590.188679,23.63001,2
1,248,111.555556,725.222222,26.228813,1
1,211,98,513,10.311806,1
1,198.038462,85.192308,310.115385,9.723165,1
1,209.727273,92.090909,627.136364,18.576456,1
1,245,119.954546,595.590909,14.236564,1
1,202.176471,92.147059,680.117647,10.810454,1
1,233.707317,108.195122,688.97561,39.792741,1
1,276.22,175.593333,402.62,13.394574,1
1,247.73913,112.26087,801.717391,22.140608,1
1,248.627145,113.907956,691.063963,9.934655,1
1,186.030303,76.80303,323.515152,18.762666,1
1,226.366667,112.566667,643.033333,40.121981,1
2,232.784314,144.588235,563.843137,11.948563,2
1,232.588235,102.294118,569.529412,14.867116,1
1,231.433962,118.943396,392.528302,17.207506,1
1,243.95,108.2,753.75,22.931365,1
1,200.09375,86.03125,476.03125,32.67081,1
1,210.526316,93.263158,531.210526,18.214633,1
1,189.75,80.3,268.1,25.523078,1
1,188.380952,78.809524,405.15873,13.805874,1
1,224.704142,114.485207,415.118343,32.778044,1
1,244.680412,140.237113,414.608247,23.704575,1
1,224.232877,100.383562,768.684932,27.551852,1
1,208,83,392,34.647831,1
1,219.2,96.257143,492.428571,20.629407,1
1,211,105,636,6.609652,1
1,345.070175,232.45614,358.438597,24.046329,1
1,233,115.545455,641.636364,42.396032,1
1,223.9375,99.104167,665.895833,28.111563,1
1,217.295455,100.5,504.625,25.769761,1
1,214.764706,100,438.882353,45.135091,1
1,352.5,208.7,416.1,54.15524,1
1,206.923077,90.153846,522.615385,12.27351,1
1,193.456522,93.543478,467.543478,25.1669,1
1,230.714286,105.857143,650.571429,40.693478,1
2,222.392157,133.058823,579.215686,19.832652,2
1,230.1,107,679.1,15.279071,1
1,216.521739,96.978261,473.282609,30.106121,1
1,274.176471,184.921569,630.54902,37.924894,1
1,256.186441,147.567797,431.889831,10.827368,1
1,201.192308,88.576923,514.807692,29.875407,1
1,265.941176,119.411765,876.823529,25.681574,1
1,184.181818,79.363636,309.181818,7.439008,1
1,220,95.083333,757.416667,19.728716,1
1,251.615385,112.923077,883.538462,14.976313,1
1,239.571429,131.77551,449.061225,23.221136,1
1,244.518519,134.111111,681.703704,28.35291,1
1,221.448276,100.137931,715.551724,30.460282,1
1,229.4375,102.09375,655.625,35.883873,1
1,212.130435,96.695652,455.543478,47.588446,1
1,202.618182,94.709091,388.018182,27.492725,1
1,271.451613,198.66129,324.16129,28.995124,1
1,306.833333,203.5,400.583333,10.419999,1
1,220.8,97.6,530,31.537914,1
1,235.327869,109.786885,720.295082,30.93946,1
1,235,120,253.8125,19.641688,1
1,356,228.333333,456.833333,70.787632,1
1,237.441861,126.116279,441.627907,16.133938,1
1,181,86.4,453.8,27.728145,1
2,222.428571,149.857143,530.714286,34.420939,2
1,189.823529,81.647059,279.352941,13.410991,1
1,248.527778,125.861111,582.583333,24.240691,1
1,202.537634,91.456989,418.225807,30.380613,1
1,221.25,110,343.75,15.811388,1
1,220.947368,101.921053,716.5,23.033713,1
1,233.880952,115.357143,529.547619,30.346609,1
2,195.15,128.825,323.975,28.948097,2
1,254,153,371,22.076232,1
1,229.333333,109.333333,502.666667,14.9462,1
1,208.588235,88.705882,454,15.857715,1
1,216.904762,96.238095,539,24.60767,1
1,219.909091,97.454545,609,19.277015,1
1,189.788235,81.211765,261.129412,15.829105,1
1,343.25,237.675,387.65,25.169314,1
1,279.428571,118.928571,912.714286,18.976893,1
1,218.111111,95.888889,538.277778,29.570015,1
1,240.538462,117.538462,510.846154,41.207944,1
1,218.466667,102.4,571.533333,27.516783,1
1,205.387097,94,508.935484,28.920178,1
1,177.795455,73.647727,190.386364,14.147394,1
1,328,223,384,7,1
1,248.445652,137.423913,510.086957,27.053533,1
1,206,93.223529,421.388235,18.53492,1
1,357.977273,281.068182,460,38.439955,1
1,235.481482,125.12963,459.537037,20.301702,1
1,249.108787,117.280335,647.654812,30.450338,1
1,229.666667,105.142857,690.714286,20.773915,1
1,219.8,117.366667,328.316667,28.896419,1
1,239.565217,116.956522,531.695652,19.747173,1
1,228.53125,110.90625,526.21875,28.379525,1
1,232.9,120.42,503.36,26.756861,1
1,221.181818,93,538.363636,11.577979,1
1,259,130.25,476,14.100089,1
2,203.851064,120.042553,436.87234,14.723128,2
1,236,98.538462,726.846154,21.341406,1
1,252.942857,147.714286,421.085714,12.687323,1
1,194.864865,88.945946,599.432432,24.106351,1
1,222.85,100.95,548.15,40.444375,1
1,206.128205,93.307692,450.628205,17.331835,1
1,220.697917,94.416667,518.291667,36.83437,1
1,224.694915,104.830509,671.305085,38.900162,1
1,221.358025,99.419753,717.08642,18.604819,1
1,229.4,100.8,632.066667,18.585538,1
1,228.172131,101.696721,644.877049,18.815497,1
1,180,77.3,424.7,17.15838,1
1,246,158,343,29.105806,1
1,203.1,88.5,420.5,39.226139,1
2,195.425,103.55,450.375,18.683616,2
1,226.333333,102.466667,662.333333,17.114516,1
1,215,97.779412,458.485294,26.945683,1
1,219.026316,105.973684,568.526316,46.75222,1
1,235,116.333333,649,20.283789,1
1,228.426316,103.447368,727.431579,22.629878,1
1,178.342105,78.421053,309.81579,18.322292,1
1,250,117.5,811.777778,9.249625,1
1,391.311111,340.377778,749.244444,31.356461,1
1,244.820513,128.769231,446.153846,16.940124,1
1,187.253165,75.556962,299.481013,17.521365,1
1,198.181818,89.909091,453,30.878862,1
1,202.5,86.5,409,11.299889,1
1,268,125,887,20.422769,1
1,205.677419,105.177419,187.048387,18.244246,1
1,239.547945,113.383562,495.054795,16.836135,1
1,200.676471,81.088235,336.235294,15.136633,1
1,219.407407,98.888889,503.592593,17.945811,1
1,197.208333,87.291667,367.708333,27.881912,1
1,240.494382,109.696629,846.696629,32.68998,1
1,270,146,430,154.573248,1
1,197.5,86.5,459,15.994061,1
1,257.714286,136.285714,575.142857,27.440474,1
1,168.085714,69.628571,207.504762,12.195624,1
1,188.32,79.9,242.2,12.66908,1
1,209.9,92.6,592.4,20.365657,1
2,201.72,105.68,426.8,19.246818,2
1,224,104.78125,686.40625,19.542322,1
1,220.611111,100.666667,480.666667,16.753846,1
1,207.933333,90.977778,484.577778,36.52994,1
1,212.198413,92.619048,640.619048,31.726015,1
1,187.281646,81.218354,305.126582,29.421498,1
1,412.721519,196.93038,364.924051,10.981777,1
1,224,97,454,42.984736,1
1,217.466667,93.866667,584.866667,17.940147,1
1,212,86.666667,552.888889,30.730258,1
1,209.1875,92.708333,471.333333,23.290502,1
1,237.142857,108.285714,737.857143,34.882309,1
1,371.409836,287.47541,466.819672,45.098227,1
1,212.289199,96.777003,505.006969,30.536653,1
1,214.142857,98.714286,394.857143,12.645883,1
1,209.131148,90.42623,526.393443,24.088021,1
1,217.025641,99.854701,623.623932,24.025293,1
1,314.549618,198.603053,265.603053,16.137098,1
1,245.191177,119.161765,724.544118,37.465864,1
1,213,88,639,8.109254,1
1,213.661157,99.033058,592.942149,30.968886,1
1,202.9,93.4,611.4,18.427154,1
1,202.517647,92.482353,509.152941,26.121187,1
2,226.633333,126.6,659.588889,22.564391,2
1,224.474359,106.153846,565.75641,24.249714,1
1,169.131004,67.445415,174.489083,9.037029,1
1,251.5,132.95,506.2,22.036561,1
1,202.090909,83.545455,415.272727,29.760476,1
1,229.5,112.75,797.5,15.968719,1
1,262.087719,144.894737,562.403509,14.814727,1
1,446,284.5,573.5,11.412712,1
1,239.625,112.743056,579.381944,33.679962,1
1,242.770642,114.779817,628.844037,41.082044,1
1,232.535714,118.678571,397.964286,24.535766,1
1,189,80.5,247,7.269113,1
1,221.862069,96.62069,620.293103,25.927761,1
1,284,154,659,19.899749,1
1,214.866667,97.866667,603.266667,12.619914,1
1,206.392857,92.833333,356.666667,20.122837,1
1,275.595506,183.483146,465.629214,27.282028,1
1,168,74.352941,322.411765,18.522594,1
1,239.881356,118.135593,559.033898,34.662778,1
1,184.457143,81.514286,468.542857,35.333582,1
1,238.060606,105.939394,730.69697,28.783796,1
1,241.896552,128.37931,477.586207,15.748242,1
1,214.226891,95.621849,549.008403,34.473454,1
1,241.821691,114.488971,693.485294,19.790326,1
1,211,86,678,7.245688,1
1,245,113.5,685.5,27.5,1
1,233,112,763,29.641346,1
1,210.314286,93.057143,532.828571,29.934568,1
1,215.22,99.12,343.94,15.516817,1
1,1848.916667,1594.583333,1597.333333,16.612412,1
1,210.769231,90.653846,447.115385,27.110556,1
1,228.084746,106.457627,599.457627,27.690071,1
1,235.358974,111.282051,873.25641,21.863061,1
1,222.571429,106.033613,645.756303,27.444938,1
1,210,95.353846,460.169231,16.314005,1
1,232.5,99.5625,584.4375,22.049571,1
1,215.807692,96.730769,620.012821,29.168783,1
1,240.75,122.25,519.25,20.012106,1
1,228.652174,106.913044,683.347826,38.761497,1
1,253.409091,143.818182,414.636364,44.231734,1
1,252.413793,110.448276,741.517241,25.282518,1
1,211.904546,94.690909,516.090909,48.021401,1
1,283.4,140.411765,776.788235,17.906655,1
1,190.278571,81.607143,162.857143,12.624684,1
1,200.703704,85.592593,291.296296,15.518209,1
1,226.947368,100.473684,647.578947,19.215068,1
1,204.628571,97.542857,111.542857,4.246487,1
1,213.4,95.2,562.2,12.808678,1
1,202.536723,92.259887,592.774011,49.223837,1
1,248.745902,140.663934,476.672131,29.983503,1
1,227.88,108.36,744.92,27.29378,1
1,234.25,109.284483,566.310345,35.64903,1
1,304.736264,199.395604,435.098901,24.209058,1
1,417,256.5,369.5,28.442925,1
1,285.733333,185.466667,397.088889,26.044084,1
1,688.4,533.4,706.4,45.000444,1
1,208.243902,92.731707,531.439024,35.467474,1
1,292.967033,177.483517,313.67033,19.489029,1
1,208.45,90.75,607.15,43.524131,1
1,238.328767,126.438356,463.945206,27.257761,1
1,190.26087,92.043478,576.304348,20.342158,1
1,252.949495,136.969697,212.707071,12.128365,1
1,233.44086,106.010753,695.145161,20.775602,1
1,190,81.5,324.5,39.192633,1
1,250,120,800,17.451166,1
1,297.909091,210.818182,353.727273,31.167635,1
1,241.777778,120.377778,527.933333,17.104385,1
1,224.645161,110.645161,546.129032,19.418765,1
2,195.585366,113.658537,392.878049,22.422104,2
1,193,81,300,10.628492,1
1,325.308458,207.80597,298.089552,22.051164,1
1,199.165289,86.214876,391.280992,31.509287,1
1,173.533333,79.133333,386.333333,12.331351,1
1,227.181818,125.848485,281.424242,12.339846,1
1,258.615942,129.992754,597.586957,21.27599,1
1,265.777778,125.234568,821.54321,23.41962,1
2,209.560185,117.236111,566.009259,36.442122,2
1,209.028571,100.142857,605.742857,25.98392,1
1,174.443018,72.142857,282.817014,20.10002,1
1,215.333333,98.666667,559.333333,17.568912,1
1,222.25,96.035714,606.357143,53.715473,1
1,212.929578,96.211268,614.943662,31.116658,1
1,213.833333,96.642857,488.452381,18.878625,1
1,217.76,93.8,604.56,32.555184,1
1,207.466667,96,591.733333,36.102262,1
1,419.701646,301.360082,340.31893,19.941792,1
1,236,100.789474,726.421053,17.156603,1
1,210.354839,95.129032,637.258065,29.670195,1
1,211.25,98.625,501.875,30.438206,1
2,188.984,93.312,296.616,16.932495,2
1,233,106.666667,616.333333,17.851237,1
1,208.218579,92.251366,477.901639,36.844809,1
1,217.909091,101.090909,653.636364,44.635901,1
1,194.966667,83.366667,358.733333,14.90548,1
1,201.922078,89.142857,392.337662,24.163202,1
1,224.084112,103.261682,720.738318,35.561746,1
1,190.166667,86.583333,456,24.8276,1
1,236.411765,114.352941,794.970588,23.375101,1
2,209.820896,118.149254,467.104478,18.916731,2
1,184.481482,75.87037,316.703704,11.614596,1
1,242.904762,111.52381,594.952381,26.810327,1
1,202.846154,92.461538,449.692308,14.665501,1
1,252,115.75,696.25,21.987212,1
1,230.082569,105.513762,667.082569,30.671622,1
1,212,96,538,16.132266,1
1,188.063415,78.395122,367.42439,20.621888,1
1,180.470588,86.764706,292.352941,11.667577,1
1,233,104.666667,519.666667,23.25224,1
1,236.923077,123.076923,603.461539,18.087885,1
1,246.44,115.72,791.08,26.282953,1
1,243.8,111,764.8,30.13702,1
1,244.105263,111.350877,751.491228,8.17461,1
1,308.742857,204.628571,387.485714,7.588606,1
1,216.769231,101.846154,628.076923,37.176375,1
1,184.446602,81.359223,266.38835,10.91921,1
1,322.42069,202.655172,271.634483,9.695065,1
1,236.788462,139.865385,302.269231,20.213752,1
1,267.303797,127.873418,791.708861,20.765945,1
1,299.033898,185.101695,304.050848,45.282642,1
1,213.363636,92.454545,540,22.148634,1
1,227,107,533,25.760617,1
1,201.055556,93.944444,188.333333,13.450268,1
2,205.5,119.395349,416.581395,20.676318,2
1,241.230769,130.384615,517.923077,31.781987,1
2,204.122449,110.693878,418.244898,23.125304,2
1,208.714286,98.142857,484.428571,15.399443,1
1,209.706522,94.021739,418.673913,18.972645,1
1,208.73913,93.26087,706.347826,18.719297,1
1,169.707692,69.676923,223.015385,21.033982,1
2,210.346154,121.423077,513.615385,11.959807,2
1,251.729167,120.5,763.166667,15.326935,1
2,207.754386,120.666667,436.087719,18.284456,2
1,273.125,138.25,619.3125,20.026155,1
1,267.677966,162.949153,438.40678,19.514857,1
1,488.12,323.928,561.936,18.239695,1
1,211.170455,96.784091,559.602273,39.014109,1
1,215.071429,98.285714,530.428571,27.087232,1
1,195.419355,85.354839,418.483871,30.500507,1
1,230.2,115.428571,438.971429,28.713134,1
1,251.4,122.8,635.1,11.651609,1
1,214.916667,99,599.875,23.341665,1
1,212.666667,103.666667,288.888889,34.449462,1
1,190.138889,84.694444,397.277778,21.896149,1
1,243.705882,117.411765,546.921569,17.230129,1
1,686,528.333333,703.666667,43.774676,1
1,308.25,190.295455,206.681818,17.097844,1
1,403.830986,201.289738,355.871227,8.64578,1
1,215.25,103.25,662.5,16.59882,1
1,216.476191,98.52381,524.52381,20.293873,1
1,192,86.571429,385.428571,16.96936,1
1,225.157895,103,618.842105,36.923069,1
1,184.651515,77.439394,335.606061,15.907684,1
1,244.962963,139.481482,226.296296,19.092224,1
1,218.111111,98,655.888889,22.420229,1
1,243.964286,128.357143,466.321429,19.619077,1
1,337.777778,198.222222,441.111111,71.039026,1
1,204.9375,89.5625,347.875,15.304175,1
1,246,134.27907,467.162791,22.05794,1
1,200.333333,99.166667,486.166667,26.023494,1
1,215.773913,95.669565,581.8,29.360576,1
1,231.818182,112.454546,599.727273,27.587876,1
1,186.097561,79.829268,397.439024,24.766993,1
1,171.1,66.6,225.2,19.103926,1
2,199.744681,121.06383,338.12766,15.019107,2
1,229.666667,106.333333,724.333333,29.475112,1
1,204.751111,90.68,555.855556,35.928763,1
1,220.782609,102.130435,549.26087,26.430063,1
1,189.835165,81.901099,274.406593,13.595312,1
1,224.52,97.4,577.32,23.501013,1
1,239.951613,113.322581,739.967742,30.173984,1
2,192.305556,90.694444,339.263889,17.432802,2
1,233.533333,102,737.6,17.982739,1
1,191.514286,80.971429,387.6,24.119685,1
1,247.697917,111.09375,830.78125,22.788998,1
1,187.127517,78.583893,332.369128,22.836817,1
1,191.181818,97.181818,415.636364,25.013054,1
1,201.4,89.6,455.333333,26.985099,1
1,255.105263,135.736842,517.157895,9.66044,1
